Date,Facility,Total_ops,Total Delays,TMI_to,Dep,Abrn,TMI_from_local,TMI_from_non_local,Total_occ_at,Total_local_dep,Abrn_dest_to_Delays,Class_AC,Class_AT,Class_GA,Class_Mil,Cause_Wx,Cause_Vol,Cause_Equip,Cause_Rwy,Cause_Other,Avg_delay_time,Total_delay_time
07/15/2011,MSP,1269,329,247,82,0,26,14,122,108,16,248,79,0,2,329,0,0,0,0,84,27636
07/15/2011,ORD,2728,1,1,0,0,0,40,40,0,0,1,0,0,0,0,1,0,0,0,20,20
07/15/2011,PHL,1346,24,8,16,0,1,17,34,17,0,24,0,0,0,0,24,0,0,0,21,504
07/15/2011,PHX,1368,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0
07/15/2011,SEA,1000,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
07/15/2011,SFO,1131,337,337,0,0,0,6,6,0,8,269,64,4,0,337,0,0,0,0,96,32352
Sub-Total for 07/15/2011,,30548,1014,622,392,0,57,377,826,449,82,711,297,4,2,686,317,4,7,0,68.22,69174
07/16/2011,ATL,2437,3,3,0,0,14,8,22,14,0,3,0,0,0,0,3,0,0,0,23,69
07/16/2011,BOS,1001,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
07/16/2011,CLT,1388,5,5,0,0,0,1,1,0,0,5,0,0,0,0,5,0,0,0,21,105
07/16/2011,DEN,1632,14,0,14,0,0,5,19,14,6,11,3,0,0,14,0,0,0,0,16,224
07/16/2011,DFW,1723,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
07/16/2011,DTW,1091,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
07/16/2011,EWR,1049,2,2,0,0,0,4,4,0,0,2,0,0,0,0,2,0,0,0,21,42
07/16/2011,IAH,1415,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
07/16/2011,JFK,1247,4,4,0,0,0,7,7,0,0,4,0,0,0,0,4,0,0,0,24,96
07/16/2011,LAS,1338,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0
07/16/2011,LAX,1740,2,2,0,0,0,22,22,0,0,0,2,0,0,1,1,0,0,0,27,54
07/16/2011,LGA,673,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,24,24
07/16/2011,MCO,961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/16/2011,MIA,1062,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
07/16/2011,MSP,1136,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
07/16/2011,ORD,2340,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
07/16/2011,PHL,1145,2,2,0,0,1,2,3,1,0,2,0,0,0,0,2,0,0,0,25,50
07/16/2011,PHX,1125,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
07/16/2011,SEA,904,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
07/16/2011,SFO,1115,191,191,0,0,0,0,0,0,11,141,47,3,0,191,0,0,0,0,69,13179
Sub-Total for 07/16/2011,,26522,224,210,14,0,15,110,139,29,17,169,52,3,0,206,18,0,0,0,61.8,13843
07/17/2011,ATL,2640,8,1,7,0,0,7,14,7,0,8,0,0,0,0,8,0,0,0,17,136
07/17/2011,BOS,1135,0,0,0,0,3,19,22,3,0,0,0,0,0,0,0,0,0,0,0,0
07/17/2011,CLT,1493,1,1,0,0,0,6,6,0,0,1,0,0,0,0,1,0,0,0,25,25
07/17/2011,DEN,1792,0,0,0,0,0,6,6,0,2,0,0,0,0,0,0,0,0,0,0,0
07/17/2011,DFW,1814,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
07/17/2011,DTW,1267,1,1,0,0,0,4,4,0,2,0,1,0,0,0,1,0,0,0,16,16
07/17/2011,EWR,1169,143,143,0,0,0,0,0,0,1,85,57,1,0,138,5,0,0,0,41,5863
07/17/2011,IAH,1516,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0
07/17/2011,JFK,1282,4,4,0,0,0,2,2,0,20,3,1,0,0,3,1,0,0,0,23,92
07/17/2011,LAS,1539,2,0,2,0,0,11,13,2,0,0,1,1,0,0,0,0,2,0,17,34
07/17/2011,LAX,1816,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0
07/17/2011,LGA,993,18,18,0,0,0,0,0,0,0,16,2,0,0,0,18,0,0,0,30,540
07/17/2011,MCO,892,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
07/17/2011,MIA,1012,23,0,17,6,0,2,25,17,43,22,0,1,0,22,0,0,0,1,23,529
07/17/2011,MSP,1295,6,6,0,0,29,7,36,29,16,3,3,0,0,0,0,0,6,0,32,192
07/17/2011,ORD,2594,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0
07/17/2011,PHL,1206,41,0,41,0,0,6,47,41,0,41,0,0,0,0,0,0,0,41,21,861
07/17/2011,PHX,1228,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
07/17/2011,SEA,955,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
07/17/2011,SFO,1158,103,103,0,0,0,0,0,0,7,68,34,1,0,103,0,0,0,0,49,5047
Sub-Total for 07/17/2011,,28796,350,277,67,6,32,129,234,99,91,247,99,4,0,266,34,0,8,42,38.1,13335
07/18/2011,ATL,2755,8,2,6,0,0,6,12,6,0,8,0,0,0,0,8,0,0,0,18,144
07/18/2011,BOS,1197,0,0,0,0,18,5,23,18,0,0,0,0,0,0,0,0,0,0,0,0
07/18/2011,CLT,1548,7,7,0,0,0,1,1,0,0,7,0,0,0,0,6,0,0,1,32,224
07/18/2011,DEN,1894,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
07/18/2011,DFW,1888,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
07/18/2011,DTW,1359,109,109,0,0,64,3,67,64,44,52,55,2,0,109,0,0,0,0,70,7630
07/18/2011,EWR,1259,4,4,0,0,121,2,123,121,22,4,0,0,0,0,4,0,0,0,30,120
07/18/2011,IAH,1608,2,2,0,0,11,2,13,11,0,1,1,0,0,0,2,0,0,0,21,42
07/18/2011,JFK,1235,0,0,0,0,139,0,139,139,6,0,0,0,0,0,0,0,0,0,0,0
07/18/2011,LAS,1592,0,0,0,0,0,9,9,0,3,0,0,0,0,0,0,0,0,0,0,0
07/18/2011,LAX,1838,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0
07/18/2011,LGA,1178,25,25,0,0,115,5,120,115,39,15,10,0,0,17,8,0,0,0,61,1525
07/18/2011,MCO,888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/18/2011,MIA,1112,9,0,9,0,0,0,9,9,0,9,0,0,0,9,0,0,0,0,20,180
07/18/2011,MSP,1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/18/2011,ORD,2733,2,2,0,0,136,10,146,136,0,0,2,0,0,2,0,0,0,0,24,48
07/18/2011,PHL,1312,3,3,0,0,40,5,45,40,0,3,0,0,0,0,3,0,0,0,25,75
07/18/2011,PHX,1269,38,28,10,0,0,1,11,10,23,34,4,0,0,36,0,0,2,0,54,2052
07/18/2011,SEA,991,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
07/18/2011,SFO,1150,41,41,0,0,0,0,0,0,0,26,14,0,1,38,3,0,0,0,70,2870
Sub-Total for 07/18/2011,,30171,248,223,25,0,644,72,741,669,138,159,86,2,1,211,34,0,2,1,60.12,14910
07/19/2011,ATL,2737,6,1,5,0,50,29,84,55,1,5,1,0,0,0,6,0,0,0,16,96
07/19/2011,BOS,1200,0,0,0,0,1,12,13,1,0,0,0,0,0,0,0,0,0,0,0,0
07/19/2011,CLT,1583,2,2,0,0,0,11,11,0,1,2,0,0,0,0,2,0,0,0,21,42
07/19/2011,DEN,1913,67,30,37,0,0,8,45,37,56,50,17,0,0,66,1,0,0,0,43,2881
07/19/2011,DFW,1911,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
07/19/2011,DTW,1395,0,0,0,0,0,13,13,0,3,0,0,0,0,0,0,0,0,0,0,0
07/19/2011,EWR,1292,95,95,0,0,119,2,121,119,31,57,38,0,0,93,2,0,0,0,68,6460
07/19/2011,IAH,1589,3,1,2,0,36,5,43,38,0,2,1,0,0,3,0,0,0,0,21,63
07/19/2011,JFK,1246,7,7,0,0,104,1,105,104,4,4,3,0,0,5,2,0,0,0,47,329
07/19/2011,LAS,1474,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
07/19/2011,LAX,1775,23,2,21,0,0,8,29,21,0,23,0,0,0,0,2,0,21,0,19,437
07/19/2011,LGA,1054,169,114,55,0,102,2,159,157,37,101,68,0,0,162,7,0,0,0,59,9971
07/19/2011,MCO,891,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
07/19/2011,MIA,1086,2,0,0,2,0,4,6,0,14,2,0,0,0,2,0,0,0,0,19,38
07/19/2011,MSP,1411,18,15,3,0,0,12,15,3,26,8,8,2,0,18,0,0,0,0,30,540
07/19/2011,ORD,2684,0,0,0,0,0,25,25,0,1,0,0,0,0,0,0,0,0,0,0,0
07/19/2011,PHL,1322,47,47,0,0,172,4,176,172,45,27,19,1,0,45,2,0,0,0,66,3102
07/19/2011,PHX,1291,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
07/19/2011,SEA,998,20,0,20,0,0,1,21,20,0,11,9,0,0,19,1,0,0,0,20,400
07/19/2011,SFO,1229,72,72,0,0,0,2,2,0,0,56,15,1,0,72,0,0,0,0,59,4248
Sub-Total for 07/19/2011,,30081,531,386,143,2,584,166,895,727,219,348,179,4,0,485,25,0,21,0,53.87,28607
07/20/2011,ATL,2702,310,305,5,0,148,1,154,153,63,221,85,3,1,304,6,0,0,0,67,20770
07/20/2011,BOS,1231,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
07/20/2011,CLT,1579,2,2,0,0,0,4,4,0,0,2,0,0,0,0,2,0,0,0,23,46
07/20/2011,DEN,1972,4,0,4,0,0,1,5,4,0,4,0,0,0,0,0,0,4,0,21,84
07/20/2011,DFW,1963,0,0,0,0,0,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0
07/20/2011,DTW,1407,4,4,0,0,0,8,8,0,11,2,2,0,0,0,4,0,0,0,33,132
07/20/2011,EWR,1380,30,8,22,0,0,2,24,22,2,27,3,0,0,0,30,0,0,0,22,660
07/20/2011,IAH,1642,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
07/20/2011,JFK,1271,124,0,124,0,0,1,125,124,22,124,0,0,0,124,0,0,0,0,28,3472
07/20/2011,LAS,1559,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
07/20/2011,LAX,1831,11,2,9,0,0,1,10,9,0,10,1,0,0,8,1,0,2,0,19,209
07/20/2011,LGA,1226,12,12,0,0,0,8,8,0,0,9,3,0,0,0,12,0,0,0,26,312
07/20/2011,MCO,902,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
07/20/2011,MIA,1131,2,0,2,0,0,3,5,2,21,2,0,0,0,2,0,0,0,0,29,58
07/20/2011,MSP,1431,1,1,0,0,0,4,4,0,0,0,1,0,0,0,1,0,0,0,28,28
07/20/2011,ORD,2714,3,3,0,0,0,5,5,0,0,2,1,0,0,2,1,0,0,0,20,60
07/20/2011,PHL,1375,96,4,92,0,0,7,99,92,0,96,0,0,0,46,50,0,0,0,23,2208
07/20/2011,PHX,1323,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
07/20/2011,SEA,1000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
07/20/2011,SFO,1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub-Total for 07/20/2011,,30850,599,341,258,0,148,72,478,406,120,499,96,3,1,486,107,0,6,0,46.81,28039
07/21/2011,ATL,2834,73,17,56,0,8,24,88,64,5,71,2,0,0,2,71,0,0,0,22,1606
07/21/2011,BOS,1243,13,0,13,0,0,24,37,13,0,13,0,0,0,0,13,0,0,0,27,351
07/21/2011,CLT,1549,9,9,0,0,0,12,12,0,0,9,0,0,0,0,9,0,0,0,28,252
07/21/2011,DEN,1961,6,0,6,0,0,4,10,6,7,4,2,0,0,6,0,0,0,0,29,174
07/21/2011,DFW,1934,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
07/21/2011,DTW,1381,2,2,0,0,0,11,11,0,0,1,1,0,0,0,2,0,0,0,19,38
07/21/2011,EWR,1328,284,210,74,0,1,1,76,75,6,200,80,4,0,209,75,0,0,0,45,12780
07/21/2011,IAH,1650,1,1,0,0,0,5,5,0,1,0,1,0,0,0,1,0,0,0,17,17
07/21/2011,JFK,1303,115,47,68,0,0,1,69,68,2,103,11,1,0,113,2,0,0,0,35,4025
07/21/2011,LAS,1660,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
07/21/2011,LAX,1868,8,5,3,0,0,2,5,3,5,7,1,0,0,7,1,0,0,0,20,160
07/21/2011,LGA,1197,21,21,0,0,0,3,3,0,3,16,5,0,0,0,21,0,0,0,30,630
07/21/2011,MCO,913,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0
07/21/2011,MIA,1115,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
07/21/2011,MSP,1423,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
07/21/2011,ORD,2751,3,3,0,0,0,17,17,0,0,2,1,0,0,0,3,0,0,0,19,57
07/21/2011,PHL,1358,122,98,24,0,1,8,33,25,0,77,42,3,0,105,16,0,0,1,37,4514
07/21/2011,PHX,1390,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
07/21/2011,SEA,1003,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
07/21/2011,SFO,1221,12,5,7,0,0,5,12,7,0,10,2,0,0,3,2,0,7,0,21,252
Sub-Total for 07/21/2011,,31082,669,418,251,0,10,160,421,261,29,513,148,8,0,445,216,0,7,1,37.15,24856
07/22/2011,ATL,2774,6,6,0,0,0,20,20,0,0,6,0,0,0,2,4,0,0,0,28,168
07/22/2011,BOS,1296,9,0,9,0,1,18,28,10,0,9,0,0,0,9,0,0,0,0,17,153
07/22/2011,CLT,1569,4,4,0,0,0,11,11,0,0,4,0,0,0,0,4,0,0,0,20,80
07/22/2011,DEN,1949,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
07/22/2011,DFW,1892,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0
07/22/2011,DTW,1382,50,21,29,0,0,11,40,29,4,38,11,1,0,46,4,0,0,0,24,1200
07/22/2011,EWR,1336,11,11,0,0,195,9,204,195,2,5,5,1,0,5,6,0,0,0,31,341
07/22/2011,IAH,1631,8,8,0,0,0,6,6,0,26,3,4,1,0,8,0,0,0,0,33,264
07/22/2011,JFK,1333,3,3,0,0,116,7,123,116,10,3,0,0,0,0,3,0,0,0,22,66
07/22/2011,LAS,1634,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
07/22/2011,LAX,1840,12,11,1,0,0,6,7,1,0,9,2,1,0,9,3,0,0,0,20,240
07/22/2011,LGA,1144,24,24,0,0,0,26,26,0,15,13,11,0,0,6,18,0,0,0,33,792
07/22/2011,MCO,899,9,9,0,0,0,4,4,0,17,9,0,0,0,9,0,0,0,0,37,333
07/22/2011,MIA,1119,4,0,4,0,0,3,7,4,2,4,0,0,0,4,0,0,0,0,30,120
07/22/2011,MSP,1384,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0
07/22/2011,ORD,2445,565,475,90,0,115,3,208,205,32,370,194,1,0,474,1,0,0,90,77,43505
07/22/2011,PHL,1274,17,17,0,0,43,17,60,43,0,15,2,0,0,13,3,0,0,1,28,476
07/22/2011,PHX,1378,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
07/22/2011,SEA,992,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
07/22/2011,SFO,1199,17,14,3,0,0,14,17,3,1,9,8,0,0,14,0,0,3,0,45,765
Sub-Total for 07/22/2011,,30470,739,603,136,0,470,207,813,606,109,497,237,5,0,599,46,0,3,91,65.63,48503
07/23/2011,ATL,2431,29,0,29,0,0,9,38,29,0,29,0,0,0,0,13,0,16,0,19,551
07/23/2011,BOS,941,0,0,0,0,2,9,11,2,0,0,0,0,0,0,0,0,0,0,0,0
07/23/2011,CLT,1405,8,4,4,0,0,3,7,4,0,8,0,0,0,0,8,0,0,0,18,144
07/23/2011,DEN,1667,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
07/23/2011,DFW,1723,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
07/23/2011,DTW,1102,9,9,0,0,0,5,5,0,0,4,5,0,0,9,0,0,0,0,29,261
07/23/2011,EWR,1104,2,2,0,0,11,6,17,11,0,0,2,0,0,0,2,0,0,0,33,66
07/23/2011,IAH,1392,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
07/23/2011,JFK,1250,0,0,0,0,9,2,11,9,5,0,0,0,0,0,0,0,0,0,0,0
07/23/2011,LAS,1375,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
07/23/2011,LAX,1680,7,1,6,0,0,8,14,6,0,7,0,0,0,1,6,0,0,0,18,126
07/23/2011,LGA,644,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
07/23/2011,MCO,966,0,0,0,0,0,2,2,0,9,0,0,0,0,0,0,0,0,0,0,0
07/23/2011,MIA,1058,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
07/23/2011,MSP,1144,35,0,35,0,0,9,44,35,3,35,0,0,0,35,0,0,0,0,24,840
07/23/2011,ORD,2088,298,298,0,0,0,5,5,0,7,147,151,0,0,298,0,0,0,0,78,23244
07/23/2011,PHL,1099,2,2,0,0,1,4,5,1,0,1,1,0,0,0,2,0,0,0,20,40
07/23/2011,PHX,1104,2,2,0,0,0,4,4,0,0,2,0,0,0,0,2,0,0,0,17,34
07/23/2011,SEA,859,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
07/23/2011,SFO,1053,32,32,0,0,0,2,2,0,0,23,9,0,0,32,0,0,0,0,53,1696
Sub-Total for 07/23/2011,,26085,424,350,74,0,23,102,199,97,24,256,168,0,0,375,33,0,16,0,63.68,27002
07/24/2011,ATL,2626,14,7,7,0,0,26,33,7,0,13,1,0,0,0,14,0,0,0,19,266
07/24/2011,BOS,1155,2,0,2,0,0,17,19,2,1,2,0,0,0,0,0,0,2,0,19,38
07/24/2011,CLT,1454,4,4,0,0,0,26,26,0,0,3,1,0,0,1,3,0,0,0,24,96
07/24/2011,DEN,1844,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
07/24/2011,DFW,1813,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
07/24/2011,DTW,1257,0,0,0,0,0,14,14,0,2,0,0,0,0,0,0,0,0,0,0,0
07/24/2011,EWR,1174,123,123,0,0,51,7,58,51,30,72,50,1,0,122,1,0,0,0,60,7380
07/24/2011,IAH,1516,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
07/24/2011,JFK,1284,11,11,0,0,129,4,133,129,32,9,2,0,0,8,3,0,0,0,44,484
07/24/2011,LAS,1605,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
07/24/2011,LAX,1773,2,1,1,0,0,12,13,1,0,1,0,1,0,0,2,0,0,0,17,34
07/24/2011,LGA,962,5,5,0,0,38,14,52,38,31,3,2,0,0,0,5,0,0,0,51,255
07/24/2011,MCO,884,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
07/24/2011,MIA,1017,4,4,0,0,0,2,2,0,1,4,0,0,0,3,1,0,0,0,16,64
07/24/2011,MSP,1271,0,0,0,0,0,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0
07/24/2011,ORD,2448,401,401,0,0,179,16,195,179,54,213,187,1,0,399,2,0,0,0,71,28471
07/24/2011,PHL,1210,10,2,3,5,69,14,91,72,15,4,6,0,0,3,5,0,0,2,22,220
07/24/2011,PHX,1175,17,0,17,0,0,6,23,17,18,17,0,0,0,17,0,0,0,0,34,578
07/24/2011,SEA,942,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
07/24/2011,SFO,1180,64,49,15,0,0,11,26,15,0,42,22,0,0,49,15,0,0,0,48,3072
Sub-Total for 07/24/2011,,28590,657,607,45,5,466,231,747,511,185,383,271,3,0,602,51,0,2,2,62.34,40958
07/25/2011,ATL,2459,313,310,3,0,41,181,225,44,75,250,63,0,0,303,10,0,0,0,114,35682
07/25/2011,BOS,1186,1,1,0,0,4,31,35,4,0,1,0,0,0,0,1,0,0,0,85,85
07/25/2011,CLT,1442,32,32,0,0,0,66,66,0,45,20,12,0,0,31,1,0,0,0,69,2208
07/25/2011,DEN,1898,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0
07/25/2011,DFW,1886,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0
07/25/2011,DTW,1370,1,1,0,0,0,18,18,0,0,0,1,0,0,0,1,0,0,0,16,16
07/25/2011,EWR,1081,202,202,0,0,60,7,67,60,14,139,61,2,0,202,0,0,0,0,120,24240
07/25/2011,IAH,1593,2,2,0,0,0,28,28,0,20,0,2,0,0,1,1,0,0,0,22,44
07/25/2011,JFK,1187,59,59,0,0,140,7,147,140,21,48,11,0,0,56,0,0,0,3,77,4543
07/25/2011,LAS,1553,2,0,2,0,0,16,18,2,0,0,2,0,0,0,0,0,2,0,19,38
07/25/2011,LAX,1790,1,1,0,0,0,22,22,0,0,0,1,0,0,0,1,0,0,0,23,23
07/25/2011,LGA,937,81,81,0,0,188,9,197,188,3,53,28,0,0,79,2,0,0,0,85,6885
07/25/2011,MCO,869,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0
07/25/2011,MIA,1107,0,0,0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0
07/25/2011,MSP,1380,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0
07/25/2011,ORD,2678,58,0,58,0,0,82,140,58,0,58,0,0,0,0,58,0,0,0,22,1276
07/25/2011,PHL,1216,14,13,0,1,146,16,163,146,28,8,6,0,0,11,3,0,0,0,32,448
07/25/2011,PHX,1310,1,0,1,0,0,25,26,1,0,1,0,0,0,0,1,0,0,0,15,15
07/25/2011,SEA,981,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0
07/25/2011,SFO,1178,107,105,2,0,0,18,20,2,1,84,20,3,0,105,2,0,0,0,61,6527
Sub-Total for 07/25/2011,,29101,874,807,66,1,579,720,1366,645,207,662,207,5,0,788,81,0,2,3,93.86,82030
07/26/2011,ATL,2915,14,6,8,0,0,8,16,8,0,12,2,0,0,8,6,0,0,0,20,280
07/26/2011,BOS,1225,45,0,45,0,35,10,90,80,0,45,0,0,0,45,0,0,0,0,24,1080
07/26/2011,CLT,1600,3,3,0,0,0,1,1,0,1,2,1,0,0,2,1,0,0,0,18,54
07/26/2011,DEN,1947,34,31,3,0,15,0,18,18,3,22,12,0,0,34,0,0,0,0,52,1768
07/26/2011,DFW,1901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/26/2011,DTW,1425,1,1,0,0,0,8,8,0,0,0,1,0,0,0,1,0,0,0,21,21
07/26/2011,EWR,1328,19,19,0,0,242,0,242,242,60,7,12,0,0,11,8,0,0,0,32,608
07/26/2011,IAH,1650,17,1,16,0,11,0,27,27,0,17,0,0,0,0,17,0,0,0,19,323
07/26/2011,JFK,1290,8,8,0,0,62,1,63,62,55,6,1,1,0,0,8,0,0,0,31,248
07/26/2011,LAS,1553,2,2,0,0,0,4,4,0,1,2,0,0,0,0,2,0,0,0,16,32
07/26/2011,LAX,1856,2,2,0,0,0,7,7,0,0,0,2,0,0,0,2,0,0,0,20,40
07/26/2011,LGA,1163,9,9,0,0,116,3,119,116,28,6,3,0,0,2,7,0,0,0,27,243
07/26/2011,MCO,902,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,20,20
07/26/2011,MIA,1095,0,0,0,0,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0
07/26/2011,MSP,1385,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
07/26/2011,ORD,2728,0,0,0,0,0,10,10,0,2,0,0,0,0,0,0,0,0,0,0,0
07/26/2011,PHL,1405,68,57,11,0,0,2,13,11,0,41,26,1,0,53,15,0,0,0,41,2788
07/26/2011,PHX,1314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/26/2011,SEA,989,3,0,3,0,0,0,3,3,0,2,1,0,0,0,0,0,0,3,21,63
07/26/2011,SFO,1212,23,16,7,0,0,0,7,7,10,15,8,0,0,16,0,0,7,0,39,897
Sub-Total for 07/26/2011,,30883,249,156,93,0,490,58,641,583,160,178,69,2,0,171,68,0,7,3,34,8465
07/27/2011,ATL,2772,15,2,13,0,0,7,20,13,0,15,0,0,0,0,15,0,0,0,18,270
07/27/2011,BOS,1262,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
07/27/2011,CLT,1575,8,8,0,0,0,2,2,0,0,7,1,0,0,0,8,0,0,0,22,176
07/27/2011,DEN,1964,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
07/27/2011,DFW,1914,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
07/27/2011,DTW,1399,27,1,26,0,0,4,30,26,1,26,1,0,0,26,1,0,0,0,17,459
07/27/2011,EWR,1365,62,11,51,0,0,4,55,51,0,61,1,0,0,0,62,0,0,0,21,1302
07/27/2011,IAH,1625,32,0,32,0,21,4,57,53,6,32,0,0,0,27,5,0,0,0,27,864
07/27/2011,JFK,1305,8,8,0,0,0,0,0,0,8,6,2,0,0,0,8,0,0,0,26,208
07/27/2011,LAS,1570,2,2,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,16,32
07/27/2011,LAX,1844,1,0,1,0,0,8,9,1,0,1,0,0,0,0,0,0,0,1,17,17
07/27/2011,LGA,1189,165,14,151,0,0,5,156,151,0,56,69,40,0,0,165,0,0,0,20,3300
07/27/2011,MCO,894,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
07/27/2011,MIA,1097,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
07/27/2011,MSP,1382,2,2,0,0,0,6,6,0,7,1,1,0,0,1,1,0,0,0,29,58
07/27/2011,ORD,2649,171,171,0,0,207,1,208,207,9,68,103,0,0,171,0,0,0,0,59,10089
