Date,Facility,Air_Carrier,Air_Taxi,General_Aviation,Military,Total operation
01/01/2011,ATL,"1,685",409,6,1,"2,101"
01/01/2011,BOS,388,287,21,0,696
01/01/2011,CLT,733,422,28,0,"1,183"
01/01/2011,DEN,"1,172",408,26,0,"1,606"
01/01/2011,DFW,"1,121",375,15,0,"1,511"
01/01/2011,DTW,437,482,2,0,921
01/01/2011,EWR,635,265,9,0,909
01/01/2011,IAH,672,602,5,0,"1,279"
01/01/2011,JFK,907,184,18,0,"1,109"
01/01/2011,LAS,746,406,144,1,"1,297"
01/01/2011,LAX,"1,117",228,47,1,"1,393"
01/01/2011,LGA,458,93,13,0,564
01/01/2011,MCO,833,38,21,2,894
01/01/2011,MIA,846,158,56,0,"1,060"
01/01/2011,MSP,657,315,20,0,992
01/01/2011,ORD,"1,301",779,4,0,"2,084"
01/01/2011,PHL,634,461,31,0,"1,126"
01/01/2011,PHX,938,129,33,0,"1,100"
01/01/2011,SEA,696,27,7,0,730
01/01/2011,SFO,701,217,23,3,944
Sub-Total for 01/01/2011,,"16,677","6,285",529,8,"23,499"
01/02/2011,ATL,"1,903",630,12,0,"2,545"
01/02/2011,BOS,456,372,25,0,853
01/02/2011,CLT,904,506,32,2,"1,444"
01/02/2011,DEN,"1,315",432,28,0,"1,775"
01/02/2011,DFW,"1,299",455,10,0,"1,764"
01/02/2011,DTW,496,652,23,0,"1,171"
01/02/2011,EWR,740,365,16,0,"1,121"
01/02/2011,IAH,747,755,37,0,"1,539"
01/02/2011,JFK,946,191,15,0,"1,152"
01/02/2011,LAS,936,386,280,1,"1,603"
01/02/2011,LAX,"1,329",280,115,0,"1,724"
01/02/2011,LGA,585,311,22,0,918
01/02/2011,MCO,879,55,65,1,"1,000"
01/02/2011,MIA,911,220,107,0,"1,238"
01/02/2011,MSP,767,383,24,0,"1,174"
01/02/2011,ORD,"1,438",958,10,0,"2,406"
01/02/2011,PHL,715,493,53,0,"1,261"
01/02/2011,PHX,"1,135",138,56,1,"1,330"
01/02/2011,SEA,793,39,21,1,854
01/02/2011,SFO,749,204,40,2,995
Sub-Total for 01/02/2011,,"19,043","7,825",991,8,"27,867"
01/03/2011,ATL,"1,983",618,10,0,"2,611"
01/03/2011,BOS,491,428,40,0,959
01/03/2011,CLT,971,525,42,0,"1,538"
01/03/2011,DEN,"1,343",491,13,0,"1,847"
01/03/2011,DFW,"1,341",483,16,0,"1,840"
01/03/2011,DTW,525,668,9,0,"1,202"
01/03/2011,EWR,794,384,20,0,"1,198"
01/03/2011,IAH,766,821,24,0,"1,611"
01/03/2011,JFK,963,201,15,0,"1,179"
01/03/2011,LAS,946,222,131,1,"1,300"
01/03/2011,LAX,"1,334",285,63,0,"1,682"
01/03/2011,LGA,665,413,5,0,"1,083"
01/03/2011,MCO,845,47,46,0,938
01/03/2011,MIA,896,186,109,1,"1,192"
01/03/2011,MSP,781,408,24,2,"1,215"
01/03/2011,ORD,"1,461","1,005",0,0,"2,466"
01/03/2011,PHL,750,483,41,0,"1,274"
01/03/2011,PHX,"1,139",193,55,5,"1,410"
01/03/2011,SEA,832,50,11,0,893
01/03/2011,SFO,852,261,21,9,"1,143"
Sub-Total for 01/03/2011,,"19,678","8,172",695,18,"28,581"
01/04/2011,ATL,"1,950",630,11,1,"2,592"
01/04/2011,BOS,534,441,30,2,"1,007"
01/04/2011,CLT,960,521,52,4,"1,537"
01/04/2011,DEN,"1,324",488,21,0,"1,833"
01/04/2011,DFW,"1,326",487,10,0,"1,823"
01/04/2011,DTW,535,684,12,0,"1,231"
01/04/2011,EWR,818,344,19,2,"1,183"
01/04/2011,IAH,711,607,32,0,"1,350"
01/04/2011,JFK,951,192,19,2,"1,164"
01/04/2011,LAS,897,341,177,8,"1,423"
01/04/2011,LAX,"1,256",288,80,1,"1,625"
01/04/2011,LGA,728,435,16,1,"1,180"
01/04/2011,MCO,776,46,40,0,862
01/04/2011,MIA,932,195,77,2,"1,206"
01/04/2011,MSP,760,422,26,1,"1,209"
01/04/2011,ORD,"1,410",999,6,0,"2,415"
01/04/2011,PHL,761,475,59,1,"1,296"
01/04/2011,PHX,"1,072",181,71,10,"1,354"
01/04/2011,SEA,780,43,7,0,830
01/04/2011,SFO,770,255,39,3,"1,067"
Sub-Total for 01/04/2011,,"19,251","8,074",804,38,"28,187"
01/05/2011,ATL,"1,922",643,17,0,"2,582"
01/05/2011,BOS,512,453,41,9,"1,015"
01/05/2011,CLT,933,458,63,4,"1,458"
01/05/2011,DEN,"1,283",499,9,0,"1,791"
01/05/2011,DFW,"1,329",489,9,0,"1,827"
01/05/2011,DTW,521,692,21,0,"1,234"
01/05/2011,EWR,809,329,22,4,"1,164"
01/05/2011,IAH,723,608,25,0,"1,356"
01/05/2011,JFK,872,193,18,0,"1,083"
01/05/2011,LAS,896,413,220,3,"1,532"
01/05/2011,LAX,"1,234",296,37,0,"1,567"
01/05/2011,LGA,733,414,17,0,"1,164"
01/05/2011,MCO,775,47,36,0,858
01/05/2011,MIA,905,182,62,2,"1,151"
01/05/2011,MSP,754,416,27,5,"1,202"
01/05/2011,ORD,"1,439",998,20,0,"2,457"
01/05/2011,PHL,751,461,28,2,"1,242"
01/05/2011,PHX,"1,023",174,64,12,"1,286"
01/05/2011,SEA,787,43,3,0,833
01/05/2011,SFO,759,244,35,13,"1,051"
Sub-Total for 01/05/2011,,"18,960","8,052",774,54,"27,853"
01/06/2011,ATL,"1,915",632,24,0,"2,571"
01/06/2011,BOS,522,459,53,0,"1,034"
01/06/2011,CLT,955,516,67,0,"1,538"
01/06/2011,DEN,"1,280",517,13,0,"1,810"
01/06/2011,DFW,"1,335",494,25,0,"1,854"
01/06/2011,DTW,532,673,13,0,"1,218"
01/06/2011,EWR,811,350,20,0,"1,181"
01/06/2011,IAH,789,736,35,0,"1,560"
01/06/2011,JFK,906,202,19,0,"1,127"
01/06/2011,LAS,991,331,246,3,"1,571"
01/06/2011,LAX,"1,258",290,63,3,"1,614"
01/06/2011,LGA,742,420,14,0,"1,176"
01/06/2011,MCO,804,46,49,0,899
01/06/2011,MIA,897,184,47,1,"1,129"
01/06/2011,MSP,749,418,37,7,"1,211"
01/06/2011,ORD,"1,449",960,16,0,"2,425"
01/06/2011,PHL,750,474,51,2,"1,277"
01/06/2011,PHX,"1,049",180,54,7,"1,299"
01/06/2011,SEA,782,43,5,0,830
01/06/2011,SFO,763,265,25,13,"1,066"
Sub-Total for 01/06/2011,,"19,279","8,190",876,36,"28,390"
01/07/2011,ATL,"1,917",630,15,2,"2,564"
01/07/2011,BOS,504,440,28,0,972
01/07/2011,CLT,956,499,46,1,"1,502"
01/07/2011,DEN,"1,271",505,12,0,"1,788"
01/07/2011,DFW,"1,305",493,14,0,"1,812"
01/07/2011,DTW,523,657,10,0,"1,190"
01/07/2011,EWR,713,205,18,4,940
01/07/2011,IAH,783,733,32,1,"1,549"
01/07/2011,JFK,875,124,15,0,"1,014"
01/07/2011,LAS,966,331,286,5,"1,588"
01/07/2011,LAX,"1,233",289,38,3,"1,563"
01/07/2011,LGA,624,367,8,0,999
01/07/2011,MCO,798,49,69,3,919
01/07/2011,MIA,906,168,57,1,"1,132"
01/07/2011,MSP,756,401,29,9,"1,195"
01/07/2011,ORD,"1,421",973,4,0,"2,398"
01/07/2011,PHL,744,431,20,2,"1,197"
01/07/2011,PHX,"1,049",186,71,8,"1,325"
01/07/2011,SEA,782,41,3,0,826
01/07/2011,SFO,774,221,12,8,"1,015"
Sub-Total for 01/07/2011,,"18,900","7,743",787,47,"27,488"
01/08/2011,ATL,"1,656",460,10,0,"2,126"
01/08/2011,BOS,381,305,10,0,696
01/08/2011,CLT,803,476,22,0,"1,301"
01/08/2011,DEN,"1,009",351,4,0,"1,364"
01/08/2011,DFW,"1,170",410,19,0,"1,599"
01/08/2011,DTW,466,503,7,0,976
01/08/2011,EWR,631,188,9,0,828
01/08/2011,IAH,692,484,12,0,"1,188"
01/08/2011,JFK,877,180,10,0,"1,067"
01/08/2011,LAS,761,332,169,4,"1,266"
01/08/2011,LAX,"1,128",241,38,1,"1,408"
01/08/2011,LGA,477,89,3,0,569
01/08/2011,MCO,833,26,51,1,911
01/08/2011,MIA,889,164,45,1,"1,099"
01/08/2011,MSP,627,283,13,6,929
01/08/2011,ORD,"1,185",758,7,0,"1,950"
01/08/2011,PHL,591,358,10,0,959
01/08/2011,PHX,944,131,51,9,"1,148"
01/08/2011,SEA,667,32,2,0,701
01/08/2011,SFO,677,193,19,5,894
Sub-Total for 01/08/2011,,"16,464","5,964",511,27,"22,979"
01/09/2011,ATL,"1,472",516,17,0,"2,005"
01/09/2011,BOS,439,396,25,3,863
01/09/2011,CLT,883,467,52,0,"1,402"
01/09/2011,DEN,"1,112",379,17,0,"1,508"
01/09/2011,DFW,"1,088",271,2,0,"1,361"
01/09/2011,DTW,476,560,18,0,"1,054"
01/09/2011,EWR,698,286,21,0,"1,005"
01/09/2011,IAH,733,603,27,0,"1,363"
01/09/2011,JFK,887,196,21,2,"1,106"
01/09/2011,LAS,920,334,197,2,"1,453"
01/09/2011,LAX,"1,174",287,35,1,"1,497"
01/09/2011,LGA,612,300,8,2,922
01/09/2011,MCO,782,34,42,1,859
01/09/2011,MIA,865,171,61,0,"1,097"
01/09/2011,MSP,708,353,9,6,"1,076"
01/09/2011,ORD,"1,328",910,15,0,"2,253"
01/09/2011,PHL,663,472,31,1,"1,167"
01/09/2011,PHX,976,125,56,4,"1,161"
01/09/2011,SEA,717,28,2,0,747
01/09/2011,SFO,732,243,47,2,"1,024"
Sub-Total for 01/09/2011,,"17,265","6,931",703,24,"24,923"
01/10/2011,ATL,246,45,2,0,293
01/10/2011,BOS,469,452,48,1,970
01/10/2011,CLT,532,190,18,1,741
01/10/2011,DEN,"1,244",480,16,0,"1,740"
01/10/2011,DFW,"1,201",397,3,1,"1,602"
01/10/2011,DTW,487,656,22,0,"1,165"
01/10/2011,EWR,736,316,23,0,"1,075"
01/10/2011,IAH,741,689,32,0,"1,462"
01/10/2011,JFK,890,197,11,3,"1,101"
01/10/2011,LAS,927,291,117,7,"1,342"
01/10/2011,LAX,"1,202",296,55,8,"1,561"
01/10/2011,LGA,672,389,13,1,"1,075"
01/10/2011,MCO,729,37,51,2,819
01/10/2011,MIA,816,164,65,3,"1,048"
01/10/2011,MSP,717,386,35,0,"1,138"
01/10/2011,ORD,"1,418",955,14,0,"2,387"
01/10/2011,PHL,670,476,35,1,"1,182"
01/10/2011,PHX,"1,051",180,55,10,"1,299"
01/10/2011,SEA,752,41,2,0,795
01/10/2011,SFO,763,284,82,12,"1,141"
Sub-Total for 01/10/2011,,"16,263","6,921",699,50,"23,936"
01/11/2011,ATL,614,140,1,0,755
01/11/2011,BOS,395,400,60,1,856
01/11/2011,CLT,133,71,28,1,233
01/11/2011,DEN,"1,219",483,20,2,"1,724"
01/11/2011,DFW,"1,234",478,17,6,"1,735"
01/11/2011,DTW,470,602,46,0,"1,118"
01/11/2011,EWR,633,253,34,4,924
01/11/2011,IAH,674,594,24,0,"1,292"
01/11/2011,JFK,751,168,32,0,951
01/11/2011,LAS,843,254,110,4,"1,211"
01/11/2011,LAX,"1,144",268,61,4,"1,477"
01/11/2011,LGA,550,350,13,2,915
01/11/2011,MCO,716,59,47,0,822
01/11/2011,MIA,772,160,70,2,"1,004"
01/11/2011,MSP,696,418,38,8,"1,160"
01/11/2011,ORD,"1,116",612,11,0,"1,739"
01/11/2011,PHL,601,381,35,2,"1,019"
01/11/2011,PHX,"1,081",203,117,8,"1,416"
01/11/2011,SEA,725,44,7,0,776
01/11/2011,SFO,699,257,62,11,"1,029"
Sub-Total for 01/11/2011,,"15,066","6,195",833,55,"22,156"
01/12/2011,ATL,"1,551",441,17,2,"2,011"
01/12/2011,BOS,74,51,6,0,131
01/12/2011,CLT,816,454,81,14,"1,365"
01/12/2011,DEN,"1,245",498,9,0,"1,752"
01/12/2011,DFW,"1,268",484,9,0,"1,761"
01/12/2011,DTW,470,624,23,0,"1,117"
01/12/2011,EWR,466,115,7,0,588
01/12/2011,IAH,688,583,46,2,"1,319"
01/12/2011,JFK,407,15,8,0,430
01/12/2011,LAS,855,249,119,4,"1,227"
01/12/2011,LAX,"1,175",279,49,4,"1,507"
01/12/2011,LGA,288,165,4,0,457
01/12/2011,MCO,644,47,91,0,782
01/12/2011,MIA,858,165,65,9,"1,097"
01/12/2011,MSP,714,430,42,15,"1,201"
01/12/2011,ORD,"1,273",951,17,0,"2,241"
01/12/2011,PHL,561,372,32,0,965
01/12/2011,PHX,"1,026",171,94,11,"1,311"
01/12/2011,SEA,769,42,0,0,811
01/12/2011,SFO,708,266,62,15,"1,051"
Sub-Total for 01/12/2011,,"15,856","6,402",781,76,"23,124"
01/13/2011,ATL,"1,949",593,38,0,"2,580"
01/13/2011,BOS,495,442,46,1,984
01/13/2011,CLT,959,510,85,12,"1,566"
01/13/2011,DEN,"1,282",516,14,0,"1,812"
01/13/2011,DFW,"1,339",490,15,0,"1,844"
01/13/2011,DTW,531,663,33,0,"1,227"
01/13/2011,EWR,818,358,34,4,"1,214"
01/13/2011,IAH,785,722,46,2,"1,555"
01/13/2011,JFK,888,183,22,1,"1,094"
01/13/2011,LAS,978,258,120,6,"1,362"
01/13/2011,LAX,"1,241",280,59,7,"1,587"
01/13/2011,LGA,721,419,17,2,"1,159"
01/13/2011,MCO,791,50,77,0,918
01/13/2011,MIA,903,173,62,2,"1,140"
01/13/2011,MSP,752,429,45,9,"1,235"
01/13/2011,ORD,"1,448","1,003",14,0,"2,465"
01/13/2011,PHL,757,491,45,7,"1,300"
01/13/2011,PHX,"1,051",186,78,10,"1,331"
01/13/2011,SEA,771,45,3,0,819
01/13/2011,SFO,742,219,38,6,"1,005"
Sub-Total for 01/13/2011,,"19,201","8,030",891,69,"28,197"
01/14/2011,ATL,"1,956",650,31,3,"2,640"
01/14/2011,BOS,528,465,46,0,"1,039"
01/14/2011,CLT,969,507,69,1,"1,546"
01/14/2011,DEN,"1,279",511,13,0,"1,803"
01/14/2011,DFW,"1,318",488,14,0,"1,820"
01/14/2011,DTW,541,685,33,0,"1,259"
01/14/2011,EWR,805,344,33,0,"1,182"
01/14/2011,IAH,789,717,47,3,"1,556"
01/14/2011,JFK,912,197,23,0,"1,132"
01/14/2011,LAS,966,288,164,22,"1,440"
01/14/2011,LAX,"1,254",289,76,5,"1,624"
01/14/2011,LGA,744,426,16,0,"1,186"
01/14/2011,MCO,804,59,66,6,935
01/14/2011,MIA,903,201,84,0,"1,188"
01/14/2011,MSP,759,412,27,6,"1,204"
01/14/2011,ORD,"1,461",990,17,0,"2,468"
01/14/2011,PHL,771,495,36,2,"1,304"
01/14/2011,PHX,"1,055",193,78,8,"1,335"
01/14/2011,SEA,779,42,4,0,825
01/14/2011,SFO,804,270,29,9,"1,112"
Sub-Total for 01/14/2011,,"19,397","8,229",906,65,"28,598"
01/15/2011,ATL,"1,662",461,19,0,"2,142"
01/15/2011,BOS,380,312,24,2,718
01/15/2011,CLT,809,469,31,0,"1,309"
01/15/2011,DEN,"1,008",345,15,0,"1,368"
01/15/2011,DFW,"1,177",413,6,0,"1,596"
01/15/2011,DTW,448,529,25,0,"1,002"
01/15/2011,EWR,638,197,9,1,845
01/15/2011,IAH,692,477,3,0,"1,172"
01/15/2011,JFK,865,191,9,0,"1,065"
01/15/2011,LAS,740,274,81,6,"1,101"
01/15/2011,LAX,"1,116",232,28,3,"1,379"
01/15/2011,LGA,479,83,9,1,572
01/15/2011,MCO,820,32,60,5,917
01/15/2011,MIA,873,136,43,0,"1,052"
01/15/2011,MSP,617,281,5,5,908
01/15/2011,ORD,"1,182",773,5,0,"1,960"
01/15/2011,PHL,592,388,18,0,998
01/15/2011,PHX,870,132,52,8,"1,065"
01/15/2011,SEA,635,29,0,0,664
01/15/2011,SFO,671,188,25,6,890
Sub-Total for 01/15/2011,,"16,274","5,942",467,37,"22,723"
01/16/2011,ATL,"1,789",517,14,0,"2,320"
01/16/2011,BOS,441,370,18,0,829
01/16/2011,CLT,913,450,26,1,"1,390"
01/16/2011,DEN,"1,180",432,5,0,"1,617"
01/16/2011,DFW,"1,261",457,2,0,"1,720"
01/16/2011,DTW,459,468,24,0,951
01/16/2011,EWR,694,288,13,0,995
01/16/2011,IAH,728,620,17,2,"1,367"
01/16/2011,JFK,883,181,10,0,"1,074"
01/16/2011,LAS,918,249,118,4,"1,289"
01/16/2011,LAX,"1,181",274,39,7,"1,501"
01/16/2011,LGA,567,291,12,0,870
01/16/2011,MCO,795,33,45,2,875
01/16/2011,MIA,871,150,36,4,"1,061"
01/16/2011,MSP,651,289,16,1,957
01/16/2011,ORD,"1,309",927,12,1,"2,249"
01/16/2011,PHL,666,473,17,0,"1,156"
01/16/2011,PHX,982,142,42,7,"1,173"
01/16/2011,SEA,726,29,0,0,755
01/16/2011,SFO,751,202,33,7,993
Sub-Total for 01/16/2011,,"17,765","6,842",499,36,"25,142"
01/17/2011,ATL,"1,928",616,25,0,"2,569"
01/17/2011,BOS,489,461,63,4,"1,017"
01/17/2011,CLT,949,479,52,1,"1,481"
01/17/2011,DEN,"1,255",473,10,0,"1,738"
01/17/2011,DFW,"1,312",476,8,0,"1,796"
01/17/2011,DTW,500,616,18,0,"1,134"
01/17/2011,EWR,755,316,26,0,"1,097"
01/17/2011,IAH,744,720,33,1,"1,498"
01/17/2011,JFK,883,194,22,0,"1,099"
01/17/2011,LAS,891,245,127,9,"1,272"
01/17/2011,LAX,"1,218",285,62,9,"1,574"
01/17/2011,LGA,715,422,20,0,"1,157"
01/17/2011,MCO,775,47,38,0,860
01/17/2011,MIA,849,196,55,7,"1,107"
01/17/2011,MSP,719,377,31,0,"1,127"
01/17/2011,ORD,"1,255",702,7,0,"1,964"
01/17/2011,PHL,711,455,52,1,"1,219"
01/17/2011,PHX,"1,030",154,43,7,"1,238"
01/17/2011,SEA,748,47,3,0,798
01/17/2011,SFO,748,173,24,2,947
Sub-Total for 01/17/2011,,"18,474","7,454",719,41,"26,692"
01/18/2011,ATL,"1,879",622,42,0,"2,543"
01/18/2011,BOS,448,318,22,0,788
01/18/2011,CLT,940,464,50,5,"1,459"
01/18/2011,DEN,"1,256",494,5,0,"1,755"
01/18/2011,DFW,"1,302",488,20,2,"1,812"
01/18/2011,DTW,498,659,13,0,"1,170"
01/18/2011,EWR,681,225,17,2,925
01/18/2011,IAH,695,603,42,2,"1,342"
01/18/2011,JFK,824,180,3,2,"1,009"
01/18/2011,LAS,860,211,116,1,"1,188"
01/18/2011,LAX,"1,175",262,71,13,"1,521"
01/18/2011,LGA,601,281,3,0,885
01/18/2011,MCO,708,46,35,0,789
01/18/2011,MIA,867,176,51,4,"1,098"
01/18/2011,MSP,715,414,50,12,"1,191"
01/18/2011,ORD,"1,346",882,12,0,"2,240"
01/18/2011,PHL,663,320,34,0,"1,017"
01/18/2011,PHX,"1,025",180,67,7,"1,289"
01/18/2011,SEA,752,53,6,0,811
01/18/2011,SFO,727,210,32,12,981
Sub-Total for 01/18/2011,,"17,962","7,088",691,62,"25,813"
01/19/2011,ATL,"1,924",638,30,4,"2,596"
01/19/2011,BOS,487,465,36,2,990
01/19/2011,CLT,961,472,73,10,"1,516"
01/19/2011,DEN,"1,252",470,6,0,"1,728"
01/19/2011,DFW,"1,325",495,26,0,"1,846"
01/19/2011,DTW,525,697,21,0,"1,243"
01/19/2011,EWR,814,344,22,0,"1,180"
01/19/2011,IAH,703,600,54,2,"1,359"
01/19/2011,JFK,827,196,35,0,"1,058"
01/19/2011,LAS,887,233,140,1,"1,261"
01/19/2011,LAX,"1,240",267,55,7,"1,569"
01/19/2011,LGA,739,402,11,0,"1,152"
01/19/2011,MCO,759,41,57,0,857
01/19/2011,MIA,880,186,55,5,"1,126"
01/19/2011,MSP,737,425,43,15,"1,220"
01/19/2011,ORD,"1,422",957,7,0,"2,386"
01/19/2011,PHL,752,458,42,0,"1,252"
01/19/2011,PHX,"1,030",189,62,13,"1,309"
01/19/2011,SEA,759,49,22,1,831
01/19/2011,SFO,752,245,37,7,"1,041"
Sub-Total for 01/19/2011,,"18,775","7,829",834,67,"27,520"
01/20/2011,ATL,"1,924",640,18,3,"2,585"
01/20/2011,BOS,505,477,55,2,"1,039"
01/20/2011,CLT,962,494,76,8,"1,540"
01/20/2011,DEN,"1,273",492,10,0,"1,775"
01/20/2011,DFW,"1,339",519,8,0,"1,866"
01/20/2011,DTW,534,688,21,0,"1,243"
01/20/2011,EWR,798,334,38,4,"1,174"
01/20/2011,IAH,781,714,37,4,"1,536"
01/20/2011,JFK,877,200,16,1,"1,094"
01/20/2011,LAS,969,252,127,3,"1,351"
01/20/2011,LAX,"1,239",278,55,11,"1,583"
01/20/2011,LGA,741,410,18,0,"1,169"
01/20/2011,MCO,797,38,50,0,885
01/20/2011,MIA,886,208,77,6,"1,177"
01/20/2011,MSP,750,423,58,9,"1,240"
01/20/2011,ORD,"1,457",969,23,0,"2,449"
01/20/2011,PHL,763,492,51,1,"1,307"
01/20/2011,PHX,"1,050",185,80,12,"1,336"
01/20/2011,SEA,768,43,6,1,818
01/20/2011,SFO,777,268,42,7,"1,094"
Sub-Total for 01/20/2011,,"19,190","8,124",866,72,"28,261"
01/21/2011,ATL,"1,928",633,27,6,"2,594"
01/21/2011,BOS,428,303,38,1,770
01/21/2011,CLT,968,491,70,2,"1,531"
01/21/2011,DEN,"1,272",521,12,0,"1,805"
01/21/2011,DFW,"1,299",488,6,0,"1,793"
01/21/2011,DTW,533,662,21,0,"1,216"
01/21/2011,EWR,776,282,27,0,"1,085"
01/21/2011,IAH,789,724,39,0,"1,552"
01/21/2011,JFK,869,137,12,0,"1,018"
01/21/2011,LAS,951,292,147,7,"1,397"
01/21/2011,LAX,"1,225",297,51,3,"1,576"
01/21/2011,LGA,591,315,15,0,921
01/21/2011,MCO,801,43,39,8,891
01/21/2011,MIA,909,192,64,4,"1,169"
01/21/2011,MSP,750,405,29,2,"1,186"
01/21/2011,ORD,"1,435",981,30,0,"2,446"
01/21/2011,PHL,708,468,31,4,"1,211"
01/21/2011,PHX,"1,056",207,98,21,"1,382"
01/21/2011,SEA,776,45,2,2,825
01/21/2011,SFO,770,257,29,8,"1,064"
Sub-Total for 01/21/2011,,"18,834","7,743",787,68,"27,432"
01/22/2011,ATL,"1,654",460,19,0,"2,133"
01/22/2011,BOS,373,308,15,3,699
01/22/2011,CLT,806,470,39,2,"1,317"
01/22/2011,DEN,"1,006",345,3,0,"1,354"
01/22/2011,DFW,"1,172",410,18,0,"1,600"
01/22/2011,DTW,461,516,17,1,995
01/22/2011,EWR,647,192,9,0,848
01/22/2011,IAH,692,476,36,2,"1,206"
01/22/2011,JFK,860,191,26,0,"1,077"
01/22/2011,LAS,752,266,93,2,"1,113"
01/22/2011,LAX,"1,106",236,27,3,"1,372"
01/22/2011,LGA,479,86,9,0,574
01/22/2011,MCO,824,27,42,0,893
01/22/2011,MIA,881,143,35,2,"1,061"
01/22/2011,MSP,628,289,15,6,938
01/22/2011,ORD,"1,188",761,17,0,"1,966"
01/22/2011,PHL,582,386,24,0,992
01/22/2011,PHX,874,131,63,9,"1,077"
01/22/2011,SEA,658,30,11,0,699
01/22/2011,SFO,679,183,26,10,898
Sub-Total for 01/22/2011,,"16,322","5,906",544,40,"22,812"
01/23/2011,ATL,"1,817",597,8,0,"2,422"
01/23/2011,BOS,432,391,34,1,858
01/23/2011,CLT,905,449,27,1,"1,382"
01/23/2011,DEN,"1,181",433,2,0,"1,616"
01/23/2011,DFW,"1,256",457,6,0,"1,719"
01/23/2011,DTW,484,561,25,0,"1,070"
01/23/2011,EWR,691,284,10,0,985
01/23/2011,IAH,738,635,20,1,"1,394"
01/23/2011,JFK,873,187,13,0,"1,073"
01/23/2011,LAS,913,249,113,3,"1,278"
01/23/2011,LAX,"1,183",276,28,0,"1,487"
01/23/2011,LGA,623,289,17,0,929
01/23/2011,MCO,791,41,41,7,880
01/23/2011,MIA,867,156,63,0,"1,086"
01/23/2011,MSP,703,359,27,4,"1,093"
01/23/2011,ORD,"1,332",918,16,2,"2,268"
01/23/2011,PHL,684,454,16,0,"1,154"
01/23/2011,PHX,991,127,42,6,"1,166"
01/23/2011,SEA,726,26,3,0,755
01/23/2011,SFO,744,223,42,3,"1,012"
Sub-Total for 01/23/2011,,"17,934","7,112",553,28,"25,627"
01/24/2011,ATL,"1,932",632,29,7,"2,600"
01/24/2011,BOS,500,455,54,0,"1,009"
01/24/2011,CLT,963,479,61,2,"1,505"
01/24/2011,DEN,"1,263",465,6,0,"1,734"
01/24/2011,DFW,"1,306",486,13,2,"1,807"
01/24/2011,DTW,505,681,10,0,"1,196"
01/24/2011,EWR,764,330,24,2,"1,120"
01/24/2011,IAH,759,718,38,2,"1,517"
01/24/2011,JFK,864,187,29,0,"1,080"
01/24/2011,LAS,935,221,119,0,"1,275"
01/24/2011,LAX,"1,200",280,53,14,"1,547"
01/24/2011,LGA,739,416,11,0,"1,166"
01/24/2011,MCO,775,43,58,0,876
01/24/2011,MIA,846,181,59,5,"1,091"
01/24/2011,MSP,734,398,42,9,"1,183"
01/24/2011,ORD,"1,442",949,6,3,"2,400"
01/24/2011,PHL,724,466,45,1,"1,236"
01/24/2011,PHX,"1,030",164,67,4,"1,265"
01/24/2011,SEA,748,44,6,0,798
01/24/2011,SFO,759,253,27,17,"1,056"
Sub-Total for 01/24/2011,,"18,788","7,848",757,68,"27,461"
01/25/2011,ATL,"1,905",610,19,0,"2,534"
01/25/2011,BOS,479,434,32,0,945
01/25/2011,CLT,952,476,65,12,"1,505"
01/25/2011,DEN,"1,245",481,5,0,"1,731"
01/25/2011,DFW,"1,301",487,27,0,"1,815"
01/25/2011,DTW,517,684,15,0,"1,216"
01/25/2011,EWR,809,334,28,0,"1,171"
01/25/2011,IAH,693,600,50,2,"1,345"
01/25/2011,JFK,831,189,8,0,"1,028"
01/25/2011,LAS,869,219,85,2,"1,175"
01/25/2011,LAX,"1,183",270,42,5,"1,500"
01/25/2011,LGA,668,371,12,0,"1,051"
01/25/2011,MCO,727,31,42,3,803
01/25/2011,MIA,876,158,69,4,"1,107"
01/25/2011,MSP,732,411,45,9,"1,197"
01/25/2011,ORD,"1,407",937,15,0,"2,359"
01/25/2011,PHL,745,431,58,4,"1,238"
01/25/2011,PHX,"1,010",202,60,9,"1,285"
01/25/2011,SEA,746,50,3,0,799
01/25/2011,SFO,743,242,38,13,"1,036"
Sub-Total for 01/25/2011,,"18,438","7,617",718,63,"26,840"
01/26/2011,ATL,"1,799",612,23,0,"2,434"
01/26/2011,BOS,401,332,25,0,758
01/26/2011,CLT,879,442,47,8,"1,376"
01/26/2011,DEN,"1,221",498,12,0,"1,731"
01/26/2011,DFW,"1,281",480,24,2,"1,787"
01/26/2011,DTW,490,632,14,0,"1,136"
01/26/2011,EWR,479,141,16,0,636
01/26/2011,IAH,680,602,55,0,"1,337"
01/26/2011,JFK,583,88,6,1,678
01/26/2011,LAS,859,244,116,3,"1,222"
01/26/2011,LAX,"1,168",279,48,8,"1,503"
01/26/2011,LGA,314,169,9,0,492
01/26/2011,MCO,672,53,46,0,771
01/26/2011,MIA,866,181,58,3,"1,108"
01/26/2011,MSP,718,417,39,6,"1,180"
01/26/2011,ORD,"1,320",949,13,0,"2,282"
01/26/2011,PHL,344,180,35,0,559
01/26/2011,PHX,"1,003",175,57,12,"1,257"
01/26/2011,SEA,746,46,7,0,799
01/26/2011,SFO,717,237,55,3,"1,012"
Sub-Total for 01/26/2011,,"16,540","6,757",705,46,"24,058"
01/27/2011,ATL,"1,839",634,29,7,"2,509"
01/27/2011,BOS,351,273,36,0,660
01/27/2011,CLT,913,483,72,12,"1,480"
01/27/2011,DEN,"1,231",504,6,0,"1,741"
