Facility,Date,Name,State,Region,Type,Class,Tower_Operations,TRACON_Operations,Total_Operations
BOS,10/10/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1084,,1084
BOS,10/11/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1143,,1143
BOS,10/12/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1107,,1107
BOS,10/13/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,842,,842
BOS,10/14/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,974,,974
BOS,10/15/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1063,,1063
BOS,10/16/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1083,,1083
BOS,10/17/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1108,,1108
BOS,10/18/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1112,,1112
BOS,10/19/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1045,,1045
BOS,10/20/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,791,,791
BOS,10/21/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,982,,982
BOS,10/22/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1055,,1055
BOS,10/23/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1092,,1092
BOS,10/24/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1061,,1061
BOS,10/25/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1097,,1097
BOS,10/26/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1116,,1116
BOS,10/27/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,729,,729
BOS,10/28/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,841,,841
BOS,10/29/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,80,,80
BOS,10/30/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,289,,289
BOS,10/31/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,807,,807
BOS,11/01/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1006,,1006
BOS,11/02/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1060,,1060
BOS,11/03/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,731,,731
BOS,11/04/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,914,,914
BOS,11/05/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1047,,1047
BOS,11/06/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1066,,1066
BOS,11/07/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,934,,934
BOS,11/08/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,959,,959
BOS,11/09/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1057,,1057
BOS,11/10/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,753,,753
BOS,11/11/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,913,,913
BOS,11/12/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1050,,1050
BOS,11/13/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1039,,1039
BOS,11/14/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1061,,1061
BOS,11/15/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1083,,1083
BOS,11/16/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1091,,1091
BOS,11/17/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,804,,804
BOS,11/18/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,884,,884
BOS,11/19/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,965,,965
BOS,11/20/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1096,,1096
BOS,11/21/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1068,,1068
BOS,11/22/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,614,,614
BOS,11/23/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,682,,682
BOS,11/24/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,858,,858
BOS,11/25/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1040,,1040
BOS,11/26/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1082,,1082
BOS,11/27/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,991,,991
BOS,11/28/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,989,,989
BOS,11/29/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1048,,1048
BOS,11/30/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1033,,1033
BOS,12/01/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,706,,706
BOS,12/02/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,880,,880
BOS,12/03/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1006,,1006
BOS,12/04/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,998,,998
BOS,12/05/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,945,,945
BOS,12/06/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1046,,1046
BOS,12/07/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1018,,1018
BOS,12/08/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,683,,683
BOS,12/09/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,869,,869
BOS,12/10/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,941,,941
BOS,12/11/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1016,,1016
BOS,12/12/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1032,,1032
BOS,12/13/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1041,,1041
BOS,12/14/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1022,,1022
BOS,12/15/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,719,,719
BOS,12/16/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,761,,761
BOS,12/17/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,898,,898
BOS,12/18/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,943,,943
BOS,12/19/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,957,,957
BOS,12/20/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,980,,980
BOS,12/21/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,877,,877
BOS,12/22/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,770,,770
BOS,12/23/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,793,,793
BOS,12/24/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,719,,719
BOS,12/25/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,624,,624
BOS,12/26/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,801,,801
BOS,12/27/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,748,,748
BOS,12/28/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,859,,859
BOS,12/29/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,652,,652
BOS,12/30/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,688,,688
BOS,12/31/2012,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,727,,727
BOS,01/01/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,723,,723
BOS,01/02/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,878,,878
BOS,01/03/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,901,,901
BOS,01/04/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,892,,892
BOS,01/05/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,687,,687
BOS,01/06/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,800,,800
BOS,01/07/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,975,,975
BOS,01/08/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,959,,959
BOS,01/09/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,938,,938
BOS,01/10/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1004,,1004
BOS,01/11/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,951,,951
BOS,01/12/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,643,,643
BOS,01/13/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,813,,813
BOS,01/14/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,982,,982
BOS,01/15/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,939,,939
BOS,01/16/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,852,,852
BOS,01/17/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,974,,974
BOS,01/18/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,973,,973
BOS,01/19/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,645,,645
BOS,01/20/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,728,,728
BOS,01/21/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,919,,919
BOS,01/22/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,914,,914
BOS,01/23/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,951,,951
BOS,01/24/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,948,,948
BOS,01/25/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,944,,944
BOS,01/26/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,644,,644
BOS,01/27/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,810,,810
BOS,01/28/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,883,,883
BOS,01/29/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,904,,904
BOS,01/30/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,883,,883
BOS,01/31/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,885,,885
BOS,02/01/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,997,,997
BOS,02/02/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,681,,681
BOS,02/03/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,758,,758
BOS,02/04/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,957,,957
BOS,02/05/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,946,,946
BOS,02/06/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,957,,957
BOS,02/07/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1001,,1001
BOS,02/08/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,354,,354
BOS,02/09/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,12,,12
BOS,02/10/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,710,,710
BOS,02/11/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,897,,897
BOS,02/12/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,981,,981
BOS,02/13/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1000,,1000
BOS,02/14/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1029,,1029
BOS,02/15/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1012,,1012
BOS,02/16/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,726,,726
BOS,02/17/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,642,,642
BOS,02/18/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,931,,931
BOS,02/19/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,975,,975
BOS,02/20/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,971,,971
BOS,02/21/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1009,,1009
BOS,02/22/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1026,,1026
BOS,02/23/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,728,,728
BOS,02/24/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,854,,854
BOS,02/25/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1005,,1005
BOS,02/26/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1014,,1014
BOS,02/27/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,902,,902
BOS,02/28/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1045,,1045
BOS,03/01/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1043,,1043
BOS,03/02/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,791,,791
BOS,03/03/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,898,,898
BOS,03/04/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1072,,1072
BOS,03/05/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1081,,1081
BOS,03/06/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,929,,929
BOS,03/07/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,885,,885
BOS,03/08/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,708,,708
BOS,03/09/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,817,,817
BOS,03/10/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,883,,883
BOS,03/11/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1043,,1043
BOS,03/12/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,974,,974
BOS,03/13/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1065,,1065
BOS,03/14/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1096,,1096
BOS,03/15/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1042,,1042
BOS,03/16/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,805,,805
BOS,03/17/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,886,,886
BOS,03/18/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1008,,1008
BOS,03/19/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,841,,841
BOS,03/20/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,998,,998
BOS,03/21/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1046,,1046
BOS,03/22/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1021,,1021
BOS,03/23/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,760,,760
BOS,03/24/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,908,,908
BOS,03/25/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1034,,1034
BOS,03/26/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1054,,1054
BOS,03/27/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1073,,1073
BOS,03/28/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1048,,1048
BOS,03/29/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1053,,1053
BOS,03/30/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,800,,800
BOS,03/31/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,853,,853
BOS,04/01/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1029,,1029
BOS,04/02/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1043,,1043
BOS,04/03/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1060,,1060
BOS,04/04/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1097,,1097
BOS,04/05/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1119,,1119
BOS,04/06/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,807,,807
BOS,04/07/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,917,,917
BOS,04/08/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1095,,1095
BOS,04/09/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1056,,1056
BOS,04/10/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1064,,1064
BOS,04/11/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1139,,1139
BOS,04/12/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,984,,984
BOS,04/13/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,865,,865
BOS,04/14/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,963,,963
BOS,04/15/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1113,,1113
BOS,04/16/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1065,,1065
BOS,04/17/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1093,,1093
BOS,04/18/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1030,,1030
BOS,04/19/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1104,,1104
BOS,04/20/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,853,,853
BOS,04/21/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,961,,961
BOS,04/22/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1104,,1104
BOS,04/23/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1026,,1026
BOS,04/24/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1139,,1139
BOS,04/25/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1194,,1194
BOS,04/26/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1189,,1189
BOS,04/27/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,843,,843
BOS,04/28/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1009,,1009
BOS,04/29/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1110,,1110
BOS,04/30/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1124,,1124
BOS,05/01/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1120,,1120
BOS,05/02/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1127,,1127
BOS,05/03/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1140,,1140
BOS,05/04/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,830,,830
BOS,05/05/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,947,,947
BOS,05/06/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1101,,1101
BOS,05/07/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1109,,1109
BOS,05/08/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1078,,1078
BOS,05/09/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1089,,1089
BOS,05/10/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1151,,1151
BOS,05/11/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,773,,773
BOS,05/12/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,915,,915
BOS,05/13/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1203,,1203
BOS,05/14/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1172,,1172
BOS,05/15/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1193,,1193
BOS,05/16/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1216,,1216
BOS,05/17/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1205,,1205
BOS,05/18/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,853,,853
BOS,05/19/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,994,,994
BOS,05/20/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1183,,1183
BOS,05/21/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1064,,1064
BOS,05/22/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1058,,1058
BOS,05/23/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1132,,1132
BOS,05/24/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1224,,1224
BOS,05/25/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,860,,860
BOS,05/26/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,786,,786
BOS,05/27/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1100,,1100
BOS,05/28/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1192,,1192
BOS,05/29/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1158,,1158
BOS,05/30/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1231,,1231
BOS,05/31/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1197,,1197
BOS,06/01/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,852,,852
BOS,06/02/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,966,,966
BOS,06/03/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1135,,1135
BOS,06/04/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1168,,1168
BOS,06/05/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1176,,1176
BOS,06/06/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1217,,1217
BOS,06/07/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1109,,1109
BOS,06/08/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,888,,888
BOS,06/09/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1084,,1084
BOS,06/10/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1123,,1123
BOS,06/11/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1118,,1118
BOS,06/12/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1153,,1153
BOS,06/13/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1168,,1168
BOS,06/14/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1231,,1231
BOS,06/15/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,939,,939
BOS,06/16/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1113,,1113
BOS,06/17/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1237,,1237
BOS,06/18/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1135,,1135
BOS,06/19/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1252,,1252
BOS,06/20/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1320,,1320
BOS,06/21/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1257,,1257
BOS,06/22/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,963,,963
BOS,06/23/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1126,,1126
BOS,06/24/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1196,,1196
BOS,06/25/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1262,,1262
BOS,06/26/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1177,,1177
BOS,06/27/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1120,,1120
BOS,06/28/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1133,,1133
BOS,06/29/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,974,,974
BOS,06/30/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1032,,1032
BOS,07/01/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1123,,1123
BOS,07/02/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1154,,1154
BOS,07/03/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1236,,1236
BOS,07/04/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,996,,996
BOS,07/05/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,950,,950
BOS,07/06/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,998,,998
BOS,07/07/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1133,,1133
BOS,07/08/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1255,,1255
BOS,07/09/2013,Boston/Logan International,MA,ANE,Limited,7 - (7) Towers with Radar,1174,,1174
